value,cash,date,strategy_name,position
10000000.0,10000000.0,2021-02-24,bulin_strategy,{}
10000000.0,10000000.0,2021-02-25,bulin_strategy,{}
10000000.0,10000000.0,2021-02-26,bulin_strategy,{}
10000000.0,10000000.0,2021-03-01,bulin_strategy,{}
10000000.0,10000000.0,2021-03-02,bulin_strategy,{}
10000000.0,10000000.0,2021-03-03,bulin_strategy,{}
10000000.0,10000000.0,2021-03-04,bulin_strategy,{}
10000000.0,10000000.0,2021-03-05,bulin_strategy,{}
10000000.0,10000000.0,2021-03-08,bulin_strategy,{}
9998011.60024,56012.80024000112,2021-03-09,bulin_strategy,"{""h000300"": 2000}"
10063237.000240002,56012.80024000112,2021-03-10,bulin_strategy,"{""h000300"": 2000}"
10312444.000240002,56012.80024000112,2021-03-11,bulin_strategy,"{""h000300"": 2000}"
10348770.00024,56012.80024000112,2021-03-12,bulin_strategy,"{""h000300"": 2000}"
10127101.00024,56012.80024000112,2021-03-15,bulin_strategy,"{""h000300"": 2000}"
10214737.600240001,56012.80024000112,2021-03-16,bulin_strategy,"{""h000300"": 2000}"
10257729.000240002,56012.80024000112,2021-03-17,bulin_strategy,"{""h000300"": 2000}"
10339549.000240002,56012.80024000112,2021-03-18,bulin_strategy,"{""h000300"": 2000}"
10070194.200240001,56012.80024000112,2021-03-19,bulin_strategy,"{""h000300"": 2000}"
10170316.80024,56012.80024000112,2021-03-22,bulin_strategy,"{""h000300"": 2000}"
10074504.60024,56012.80024000112,2021-03-23,bulin_strategy,"{""h000300"": 2000}"
9913383.40024,56012.80024000112,2021-03-24,bulin_strategy,"{""h000300"": 2000}"
9908706.60024,56012.80024000112,2021-03-25,bulin_strategy,"{""h000300"": 2000}"
10131992.60024,56012.80024000112,2021-03-26,bulin_strategy,"{""h000300"": 2000}"
10149767.40024,56012.80024000112,2021-03-29,bulin_strategy,"{""h000300"": 2000}"
10245471.00024,56012.80024000112,2021-03-30,bulin_strategy,"{""h000300"": 2000}"
10152734.200240001,56012.80024000112,2021-03-31,bulin_strategy,"{""h000300"": 2000}"
10277566.40024,56012.80024000112,2021-04-01,bulin_strategy,"{""h000300"": 2000}"
10379126.60024,56012.80024000112,2021-04-02,bulin_strategy,"{""h000300"": 2000}"
10336696.40024,56012.80024000112,2021-04-06,bulin_strategy,"{""h000300"": 2000}"
10263498.40024,56012.80024000112,2021-04-07,bulin_strategy,"{""h000300"": 2000}"
10280430.00024,56012.80024000112,2021-04-08,bulin_strategy,"{""h000300"": 2000}"
10126687.600240001,56012.80024000112,2021-04-09,bulin_strategy,"{""h000300"": 2000}"
9951504.60024,56012.80024000112,2021-04-12,bulin_strategy,"{""h000300"": 2000}"
9935300.40024,56012.80024000112,2021-04-13,bulin_strategy,"{""h000300"": 2000}"
10017268.600240001,56012.80024000112,2021-04-14,bulin_strategy,"{""h000300"": 2000}"
9953961.000240002,56012.80024000112,2021-04-15,bulin_strategy,"{""h000300"": 2000}"
9988375.00024,56012.80024000112,2021-04-16,bulin_strategy,"{""h000300"": 2000}"
10230045.80024,56012.80024000112,2021-04-19,bulin_strategy,"{""h000300"": 2000}"
10222743.60024,56012.80024000112,2021-04-20,bulin_strategy,"{""h000300"": 2000}"
10253502.60024,56012.80024000112,2021-04-21,bulin_strategy,"{""h000300"": 2000}"
10234499.80024,56012.80024000112,2021-04-22,bulin_strategy,"{""h000300"": 2000}"
10326919.600240001,56012.80024000112,2021-04-23,bulin_strategy,"{""h000300"": 2000}"
10210487.20024,56012.80024000112,2021-04-26,bulin_strategy,"{""h000300"": 2000}"
10237051.80024,56012.80024000112,2021-04-27,bulin_strategy,"{""h000300"": 2000}"
10294497.000240002,56012.80024000112,2021-04-28,bulin_strategy,"{""h000300"": 2000}"
10384351.200240001,56012.80024000112,2021-04-29,bulin_strategy,"{""h000300"": 2000}"
10302990.80024,56012.80024000112,2021-04-30,bulin_strategy,"{""h000300"": 2000}"
10178261.60024,56012.80024000112,2021-05-06,bulin_strategy,"{""h000300"": 2000}"
10048118.200240001,56012.80024000112,2021-05-07,bulin_strategy,"{""h000300"": 2000}"
10040856.80024,56012.80024000112,2021-05-10,bulin_strategy,"{""h000300"": 2000}"
10102131.80024,56012.80024000112,2021-05-11,bulin_strategy,"{""h000300"": 2000}"
10145109.00024,56012.80024000112,2021-05-12,bulin_strategy,"{""h000300"": 2000}"
